tsne_x,tsne_y,sound_type,file_name,gender,age,country
0.60446876,0.39924654,sneeze,f1361_0_sneeze, female,32, TE
0.53634113,0.49578848,sneeze,f0661_0_sneeze, female,40, EN
0.68893003,0.22305912,sigh,f1315_0_sigh, female,27, TE
0.89911485,0.65443844,throatclearing,m2229_0_throatclearing, male,21, PT
0.82079035,0.20597862,sigh,m0308_0_sigh, male,27, EN
0.08816132,0.5133511,laughter,f1540_0_laughter, female,30, EN
0.76691544,0.24178335,sigh,m1114_0_sigh, male,53, EN
0.7125423,0.9042979,cough,f2679_0_cough, female,61, EN
0.5649697,0.52246517,sniff,m0459_0_sniff, male,38, EN
0.65978676,0.3828977,sniff,f3019_0_sniff, female,40, EN
0.79673123,0.30979887,sigh,f0416_0_sigh, female,32, RU
0.6215744,0.84619474,cough,m1769_0_cough, male,73, EN
0.103616886,0.5633263,laughter,f3049_0_laughter, female,24, PT
0.5530692,0.89717627,cough,m1906_0_cough, male,18, IT
0.5473245,0.507995,throatclearing,m2634_0_throatclearing, male,24, EN
0.6900037,0.63722306,throatclearing,m1887_0_throatclearing, male,49, EN
0.9337405,0.7282041,throatclearing,f2672_0_throatclearing, female,50, EN
0.5784561,0.8127568,throatclearing,m3136_0_throatclearing, male,43, EN
0.80967337,0.21277964,sigh,m1676_0_sigh, male,24, EN
0.77952194,0.87912273,cough,f0151_0_cough, female,34, EN
0.540194,0.1131334,sniff,f2794_0_sniff, female,40, PT
0.68017477,0.610584,sneeze,m2165_0_sneeze, male,32, EN
0.56910545,0.16229506,sniff,m2371_0_sniff, male,19, EN
0.56084627,0.52906185,sniff,f3186_0_sniff, female,27, EN
0.9097201,0.6233165,throatclearing,m3341_0_throatclearing, male,42, EN
0.61183375,0.8081592,cough,m2303_0_cough, male,21, EN
0.8626,0.74665755,throatclearing,f3183_0_throatclearing, female,35, EN
0.16299078,0.6191844,laughter,m1557_0_laughter, male,28, TA
0.80368716,0.95751786,cough,f0401_0_cough, female,27, EN
0.7687607,0.5415674,sneeze,m2130_0_sneeze, male,24, EN
0.2991204,0.62110275,laughter,m1542_0_laughter, male,29, EN
0.67224616,0.8655854,cough,m3041_0_cough, male,50, EN
0.503665,0.08605027,sniff,m1684_0_sniff, male,46, TA
0.5810356,0.16084115,sniff,m2621_0_sniff, male,18, IT
0.82291764,0.27906078,sneeze,f3185_0_sneeze, female,22, EN
0.072268285,0.5957043,laughter,f2908_0_laughter, female,25, EN
0.71431845,0.5145751,sigh,m0175_0_sigh, male,25, ES
0.61217964,0.12775303,sniff,f1261_0_sniff, female,54, EN
0.69849837,0.5305089,sigh,m1228_0_sigh, male,19, IT
0.78316915,0.4095368,sigh,m0034_0_sigh, male,30, EN
0.46061555,0.54249805,sneeze,f0711_0_sneeze, female,60, EN
0.075337335,0.5475209,laughter,f1387_0_laughter, female,61, EN
0.14146869,0.67164296,laughter,f1392_0_laughter, female,50, EN
0.6733747,0.31976545,laughter,m0129_0_laughter, male,21, PT
0.69187087,0.3371397,sneeze,f1244_0_sneeze, female,25, EN
0.9479227,0.7220507,throatclearing,f0888_0_throatclearing, female,34, EN
0.88543814,0.3074807,sigh,m1737_0_sigh, male,67, EN
0.7186659,0.7528723,cough,m0069_0_cough, male,27, HI
0.5763718,0.03201892,sniff,m1609_0_sniff, male,50, EN
0.32885697,0.62320846,laughter,m2435_0_laughter, male,21, EN
0.18810135,0.5978032,laughter,m2420_0_laughter, male,29, EN
0.565217,0.4831196,sniff,f2249_0_sniff, female,35, EN
0.5433714,0.44606042,sigh,f2861_0_sigh, female,25, IT
0.54288536,0.8186723,cough,m0539_0_cough, male,24, PT
0.63388896,0.38180217,sniff,m1359_0_sniff, male,32, HI
0.97017294,0.6407866,throatclearing,m2308_0_throatclearing, male,22, EN
0.034476534,0.6376589,laughter,f2422_0_laughter, female,27, PT
0.8105726,0.7644954,throatclearing,f2524_0_throatclearing, female,32, EN
0.7445157,0.65843487,throatclearing,f1913_0_throatclearing, female,51, EN
0.7923443,0.81283617,cough,f2904_0_cough, female,28, EN
0.38577333,0.64480776,laughter,m0374_0_laughter, male,23, EN
0.37775144,0.64529,laughter,m0361_0_laughter, male,20, IT
0.75699717,0.67471457,throatclearing,m1955_0_throatclearing, male,43, EN
0.5867428,0.16342804,sniff,m2733_0_sniff, male,31, ML
0.15688123,0.5997397,throatclearing,m2715_0_throatclearing, male,71, HI
0.8151353,0.8639326,cough,f1301_0_cough, female,19, EN
0.6932617,0.23243745,sigh,m0249_0_sigh, male,33, EN
0.6713854,0.16634507,sniff,m0184_0_sniff, male,51, IT
0.56151843,0.8857615,cough,m2741_0_cough, male,29, EN
0.640921,0.2696418,sniff,m3121_0_sniff, male,39, BG
0.58451617,0.48996815,sneeze,f2901_0_sneeze, female,21, EN
0.7494116,0.95329696,cough,f0513_0_cough, female,75, EN
0.571075,0.47631097,sigh,f1254_0_sigh, female,31, EN
0.639719,0.71610886,cough,m3153_0_cough, male,51, ES
0.6554137,0.10566571,sniff,m2263_0_sniff, male,36, EN
0.927147,0.6497674,throatclearing,m2591_0_throatclearing, male,32, PT
0.7230522,0.7622326,throatclearing,m3017_0_throatclearing, male,43, EN
0.55849457,0.08079631,sniff,f3094_0_sniff, female,22, EN
0.8080689,0.86981386,cough,f1651_0_cough, female,20, BN
0.5315765,0.54265404,sneeze,m2015_0_sneeze, male,24, PA
0.77119946,0.9476066,cough,f0043_0_cough, female,39, EN
0.69501054,0.2567134,sniff,f2686_0_sniff, female,38, ML
0.8645185,0.37585574,sigh,m1062_0_sigh, male,31, ML
0.5835013,0.84347844,cough,m1162_0_cough, male,66, EN
0.5681405,0.07138125,sniff,m0702_0_sniff, male,51, EN
0.7919308,0.89775866,cough,f1587_0_cough, female,37, EN
0.6508129,0.82670087,cough,m0770_0_cough, male,28, EN
0.6423951,0.9028997,cough,m3285_0_cough, male,38, EN
0.56441015,0.9126647,cough,m1432_0_cough, male,29, EN
0.6454211,0.23376743,sniff,m0252_0_sniff, male,43, EN
0.15800953,0.6416025,laughter,m0528_0_laughter, male,19, EN
0.63309777,0.8177403,cough,m0220_0_cough, male,30, TE
0.02392283,0.5981739,laughter,f1786_0_laughter, female,49, EN
0.2925939,0.6579804,laughter,f2986_0_laughter, female,44, EN
0.11449892,0.54718155,laughter,f2993_0_laughter, female,49, EN
0.7516893,0.21465813,sigh,m0761_0_sigh, male,21, IT
0.7611246,0.53561306,sneeze,m0580_0_sneeze, male,28, EN
0.6222596,0.63633907,sneeze,m1080_0_sneeze, male,24, EN
0.034670025,0.55442095,laughter,f0777_0_laughter, female,30, EN
0.5631302,0.34363133,sneeze,f0060_0_sneeze, female,19, IT
0.6324077,0.4209288,sneeze,f1994_0_sneeze, female,52, FR
0.5221157,0.51785594,sneeze,f1560_0_sneeze, female,41, ML
0.29120865,0.59536654,laughter,m2021_0_laughter, male,40, IT
0.17115344,0.65083885,laughter,m2034_0_laughter, male,29, PT
0.6344985,0.5656152,sneeze,m0921_0_sneeze, male,25, EN
0.4561524,0.5151847,cough,m0880_0_cough, male,35, EN
0.37868163,0.6761587,laughter,m0760_0_laughter, male,28, EN
0.5703871,0.009778271,sniff,f0278_0_sniff, female,41, EN
0.44210887,0.6004957,laughter,m2991_0_laughter, male,19, EN
0.66003263,0.9028545,cough,m2058_0_cough, male,35, MK
0.39626417,0.6189408,laughter,f2023_0_laughter, female,39, EN
0.55106175,0.6288288,sneeze,m2731_0_sneeze, male,35, UR
0.9235347,0.6308481,throatclearing,m2382_0_throatclearing, male,26, TE
0.6784563,0.16399059,sniff,f0728_0_sniff, female,39, EN
0.7003976,0.369713,sniff,o0005_0_sniff, other,22, EN
0.42307255,0.6223528,laughter,f2036_0_laughter, female,31, EN
0.77443355,0.8887532,cough,f1148_0_cough, female,24, EN
0.87539136,0.7347823,throatclearing,f2337_0_throatclearing, female,21, EN
0.9439636,0.658267,throatclearing,m0844_0_throatclearing, male,31, EN
0.13044028,0.62734294,laughter,m1791_0_laughter, male,23, EN
0.11636363,0.64063346,laughter,m1784_0_laughter, male,21, EN
0.861754,0.8222532,throatclearing,f0802_0_throatclearing, female,20, EN
0.92304933,0.64797354,throatclearing,m2371_0_throatclearing, male,19, EN
0.82595617,0.29520786,sigh,f2299_0_sigh, female,20, EN
0.78887737,0.4044694,sigh,m1623_1_sigh, male,36, EN
0.7075974,0.6421749,throatclearing,m0537_0_throatclearing, male,22, IT
0.8469431,0.27541745,sigh,f3085_0_sigh, female,29, EN
0.093669,0.5163548,laughter,f1042_0_laughter, female,46, EN
0.7014127,0.7856418,throatclearing,f1273_0_throatclearing, female,48, EN
0.73733586,0.53595966,sneeze,f0117_0_sneeze, female,46, EN
0.6293233,0.46686482,sneeze,m0803_0_sneeze, male,18, EN
0.916246,0.6466856,throatclearing,m1235_0_throatclearing, male,42, EN
0.85489297,0.27086857,sigh,f1340_0_sigh, female,63, EN
0.8096301,0.9037995,cough,f2110_0_cough, female,56, EN
0.5374529,0.0046917717,sniff,m1522_0_sniff, male,33, PT
0.582174,0.80407095,cough,m1550_0_cough, male,51, EN
0.65139145,0.1016786,sniff,f2162_0_sniff, female,22, EN
0.8482391,0.36048573,sigh,m2909_0_sigh, male,39, EN
0.63568044,0.4110461,sneeze,f1849_0_sneeze, female,25, EN
0.5644957,0.8727926,cough,m0342_0_cough, male,21, EN
0.3960215,0.61738604,laughter,m0914_0_laughter, male,24, EN
0.7983372,0.7534669,throatclearing,f0706_0_throatclearing, female,23, EN
0.76058626,0.8207135,throatclearing,f1280_0_throatclearing, female,28, EN
0.6705471,0.054960553,sniff,f0285_0_sniff, female,20, ES
0.6763128,0.14041565,sniff,m1072_0_sniff, male,56, EN
0.1992892,0.57387227,laughter,m1208_0_laughter, male,26, EN
0.78931624,0.28500006,sigh,f0443_0_sigh, female,36, EN
0.56420964,0.07133363,sniff,m0660_0_sniff, male,18, EN
0.93950826,0.70349646,throatclearing,f1004_0_throatclearing, female,55, EN
0.6539602,0.8734027,cough,m0612_0_cough, male,33, HI
0.65504545,0.237399,sniff,f3220_0_sniff, female,45, MR
0.51591736,0.4737615,sneeze,f2359_0_sneeze, female,50, PT
0.044717308,0.5702957,laughter,f0916_0_laughter, female,24, EN
0.8562466,0.46785545,sigh,m1623_0_sigh, male,36, EN
0.6872626,0.88182545,cough,f0638_0_cough, female,39, PT
0.54776126,0.88572305,cough,m3278_0_cough, male,30, PT
0.7058828,0.16217057,sniff,m2418_0_sniff, male,35, PT
0.50292367,0.5368773,laughter,m1040_0_laughter, male,24, EN
0.40961295,0.5497188,sigh,m0120_0_sigh, male,28, TA
0.75865805,0.9330495,cough,f0368_0_cough, female,51, EN
0.75812835,0.44265395,sneeze,m2613_0_sneeze, male,18, EN
0.6499413,0.054296028,sneeze,m3313_0_sneeze, male,27, ES
0.556456,0.17489758,sniff,f1508_0_sniff, female,30, TA
0.35002375,0.6102358,laughter,m3300_0_laughter, male,33, LV
0.6230984,0.1826284,sniff,m0429_0_sniff, male,44, EN
0.19887799,0.55003434,laughter,m3315_0_laughter, male,37, FR
0.57304853,0.036162704,sniff,f3069_0_sniff, female,44, EN
0.41572434,0.6420815,cough,f2609_0_cough, female,26, EN
0.52627724,0.15478544,sniff,f3111_1_sniff, female,29, EN
0.08963125,0.518539,laughter,f1443_0_laughter, female,20, EN
0.7633655,0.5265065,sneeze,m1679_0_sneeze, male,34, EN
0.07901584,0.64234847,laughter,f1456_0_laughter, female,31, EN
0.5829261,0.33126384,sneeze,m0379_0_sneeze, male,45, EN
0.7749147,0.88152325,cough,f2359_0_cough, female,50, PT
0.25701573,0.614199,laughter,m2809_0_laughter, male,33, EN
0.3221148,0.6131954,laughter,m1609_0_laughter, male,50, EN
0.7754207,0.16852787,sigh,f2942_0_sigh, female,30, HI
0.67443615,0.72655034,sneeze,m0386_0_sneeze, male,21, EN
0.81945664,0.20744905,sigh,m0886_0_sigh, male,29, EN
0.76354384,0.69772655,throatclearing,m1426_0_throatclearing, male,41, PT
0.6036024,0.43654716,sneeze,f1366_0_sneeze, female,35, EN
0.71028847,0.29422963,sigh,f1415_0_sigh, female,32, EN
0.52406067,0.08573318,sniff,m2301_0_sniff, male,33, EN
0.8061581,0.9106484,cough,f3184_0_cough, female,25, EN
0.62986326,0.26890486,sniff,f1741_0_sniff, female,35, TA
0.5426785,0.04375819,sniff,f0153_0_sniff, female,49, EN
0.81158227,0.91094446,cough,f2796_0_cough, female,46, EN
0.49555632,0.5914969,sneeze,f3182_0_sneeze, female,36, EN
0.61829793,0.87288016,cough,m0094_0_cough, male,30, EN
0.6039001,0.13202861,sniff,m2651_0_sniff, male,31, EN
0.6409813,0.37812877,sneeze,f2482_0_sneeze, female,26, IT
0.7044664,0.4142026,sigh,m1469_0_sigh, male,34, HI
0.78416216,0.90406954,cough,f0471_0_cough, female,34, EN
0.26077533,0.601472,laughter,m3148_0_laughter, male,21, IT
0.6431911,0.26468053,sniff,m3043_0_sniff, male,33, TE
0.77334857,0.53953075,sneeze,m2137_0_sneeze, male,24, PT
0.83567274,0.21504475,sigh,f1668_0_sigh, female,59, EN
0.63553196,0.81949824,cough,m1976_0_cough, male,35, HI
0.62504077,0.11041218,sniff,f2814_0_sniff, female,31, EN
0.6095836,0.86642027,cough,f2866_0_cough, female,30, EN
0.78605604,0.9678759,cough,f1902_0_cough, female,25, EN
0.8448082,0.8251584,throatclearing,f0468_0_throatclearing, female,35, IT
0.12551187,0.4876436,laughter,m0213_0_laughter, male,34, AR
0.65387946,0.16698135,sniff,m2860_0_sniff, male,35, PT
0.6099644,0.81660616,cough,m2812_0_cough, male,38, EN
0.5578153,0.50790274,sneeze,f1608_0_sneeze, female,32, HI
0.6187136,0.813508,cough,m1747_0_cough, male,34, EN
0.5103648,0.7432993,throatclearing,m0659_0_throatclearing, male,35, EN
0.69859606,0.22727379,sniff,f2375_0_sniff, female,24, EN
0.6213287,0.69182587,sneeze,m1342_0_sneeze, male,42, EN
0.6418457,0.10896343,sniff,m1735_0_sniff, male,26, EN
0.53416646,0.10398988,sniff,m2790_0_sniff, male,32, EN
0.6483838,0.9281906,cough,m0155_0_cough, male,22, EN
0.8307495,0.3549467,sigh,m0879_0_sigh, male,26, EN
0.564693,0.12493684,sniff,m0127_0_sniff, male,58, EN
0.54616284,0.49519914,sniff,f2625_0_sniff, female,27, IT
0.8087404,0.20456219,sigh,m2732_0_sigh, male,27, IT
0.5702438,0.00395385,sniff,f1680_0_sniff, female,28, EN
0.8011135,0.7454042,throatclearing,f1777_0_throatclearing, female,37, EN
0.67116785,0.8393792,throatclearing,m2982_0_throatclearing, male,24, EN
0.8797991,0.64359915,throatclearing,m0033_0_throatclearing, male,45, EN
0.7688215,0.2628256,sigh,m1818_0_sigh, male,21, IT
0.8992469,0.34072426,sigh,m1496_0_sigh, male,31, EN
0.49119425,0.72746575,throatclearing,m1731_0_throatclearing, male,40, HI
0.656473,0.8612592,cough,m1928_0_cough, male,33, EN
0.548752,0.5254596,sneeze,m2807_0_sneeze, male,34, EN
0.8553325,0.26098552,sigh,f1388_0_sigh, female,29, EN
0.7355247,0.2247289,sigh,f0194_0_sigh, female,30, TA
0.2611549,0.62095606,laughter,m2547_0_laughter, male,39, ML
0.80418587,0.66366327,throatclearing,m2971_0_throatclearing, male,42, EN
0.27594745,0.64369893,laughter,m2552_0_laughter, male,21, IT
0.57719153,0.65363693,sigh,m0395_0_sigh, male,22, EN
0.8140832,0.68211865,throatclearing,m1546_0_throatclearing, male,33, EN
0.86934286,0.445818,sigh,m2050_0_sigh, male,25, EN
0.103935905,0.5631881,laughter,f0204_0_laughter, female,37, EN
0.8469829,0.41163823,sigh,f2251_0_sigh, female,28, EN
0.5389769,0.33428806,laughter,f0211_0_laughter, female,23, TA
0.9163502,0.6214357,throatclearing,f2937_0_throatclearing, female,41, EN
0.82431215,0.7607649,throatclearing,f1500_0_throatclearing, female,26, PT
0.8748472,0.7409449,throatclearing,f0086_0_throatclearing, female,30, EN
0.25738144,0.5978415,laughter,m0612_0_laughter, male,33, HI
0.5949431,0.50367343,sneeze,m1466_0_sneeze, male,63, EN
0.74350756,0.5325766,sneeze,m1892_0_sneeze, male,18, EN
0.63502717,0.31616345,sneeze,f0827_0_sneeze, female,29, EN
0.6841398,0.7093135,sneeze,m1433_0_sneeze, male,32, EN
0.82197607,0.43574902,sigh,m2067_0_sigh, male,40, EN
0.58873105,0.18260649,sniff,f1199_0_sniff, female,28, EN
0.71082157,0.61349106,sneeze,m0133_0_sneeze, male,30, HI
0.6542733,0.40638316,sneeze,f0872_0_sneeze, female,34, EN
0.6623147,0.47397748,sneeze,f1186_0_sneeze, female,41, EN
0.6656721,0.70245785,sneeze,m1838_0_sneeze, male,43, EN
0.76789504,0.991097,cough,f0809_0_cough, female,39, EN
0.6504221,0.5456035,sneeze,m1499_0_sneeze, male,24, EN
0.086760215,0.5783391,laughter,f0458_0_laughter, female,48, RU
0.82786673,0.18353115,sigh,m2578_0_sigh, male,40, EN
0.8125547,0.28079945,sigh,f2779_0_sigh, female,35, EN
0.65740883,0.21063977,sniff,m2116_0_sniff, male,29, EN
0.050757665,0.5655529,laughter,f2319_0_laughter, female,30, FR
0.8856481,0.64245474,sneeze,m2328_0_sneeze, male,29, EN
0.8502744,0.73479056,throatclearing,f1197_0_throatclearing, female,45, EN
0.7931755,0.91681266,cough,f0336_0_cough, female,25, ES
0.7417736,0.26796255,throatclearing,m1355_0_throatclearing, male,26, EN
0.6338484,0.5519787,cough,m2434_0_cough, male,33, TA
0.73530513,0.90620154,cough,f1074_0_cough, female,55, EN
0.6072584,0.9178345,cough,m0283_0_cough, male,27, HI
0.6327625,0.7008727,cough,m3226_0_cough, male,23, EN
0.70600486,0.16891447,sniff,f0614_0_sniff, female,31, EN
0.5295211,0.18580513,sniff,m3254_0_sniff, male,24, IT
0.90954465,0.6945399,throatclearing,f1313_0_throatclearing, female,34, EN
0.89880586,0.33333254,sigh,m2578_1_sigh, male,40, EN
0.94030786,0.65700746,throatclearing,m0620_0_throatclearing, male,39, EN
0.15979439,0.65524095,laughter,f0610_0_laughter, female,63, EN
0.651539,0.27176088,sneeze,m2382_0_sneeze, male,26, TE
0.77219546,0.88696766,laughter,f0605_0_laughter, female,31, GU
0.6097998,0.52594817,sneeze,f2662_0_sneeze, female,32, EN
0.6979187,0.80849224,cough,m0823_0_cough, male,41, EN
0.16879731,0.57404757,laughter,m2153_0_laughter, male,44, EN
0.16316204,0.65205073,laughter,m2146_0_laughter, male,22, PT
0.8355099,0.3728865,sigh,m2144_0_sigh, male,26, AR
0.49186638,0.4706343,sigh,m3358_0_sigh, male,56, EN
0.062157597,0.564636,laughter,f2695_0_laughter, female,28, EN
0.96694094,0.72544396,throatclearing,f0991_0_throatclearing, female,49, EN
0.6456464,0.50772995,sigh,f3159_0_sigh, female,32, HI
0.12312058,0.5599476,laughter,f2680_0_laughter, female,22, EN
0.7089037,0.48824653,sigh,f0080_0_sigh, female,49, EN
0.07976185,0.5998836,laughter,f1378_0_laughter, female,32, EN
0.5844463,0.18449485,sniff,f0919_0_sniff, female,28, PT
0.9370245,0.73310435,throatclearing,f0962_0_throatclearing, female,34, EN
